location,sublocation,rhtc_rhdc,plot no,nearest town,status,constituency,blood tr,off_landline,off_fax,off_postcode,fp,off_mob,outp,off_town,anc,imci,off_email,tb_treat,growth,ceoc,division,tb_labs,district,inp,off_pobox,facility,cots,province,in charge name,art,beoc,hbc,tb_diag,hct,c section,imm,beds,mflcode,pmtct,radiology,owner,type,youth,latitude,longitude
Municipality,Township,Y,,Meru,Operational,NORTH IMENTI,,064-32370,064-31242,60200,Y,,Y,Meru,Y,Y,hospitalmeru@yahoo.com,Y,Y,Y,Miriga Mieru West,Y,Imenti North,Y,P.O. Box 8,Meru District Hospital,17,Eastern,Dr. J. W. Ngatia,Y,Y,Y,Y,Y,Y,Y,306,12516,Y,Y,Ministry of Health,Primary Hospital,Y,,
,,,B11/250,Meru,Operational,NORTH IMENTI,,,,,,,,,,,,,,,Miriga Mieru West,,Imenti North,,,Meru Medical /ENT Clinic,,Eastern,,,,,,,,,,16605,,,Private Medical Enterprise,Medical Clinic - Other,,,
,,,B11/152,Meru,Operational,NORTH IMENTI,,,,,,,,,,,,,,,Miriga Mieru West,,Imenti North,,,Meru Medical Diagnostic Imaging Centre Ltd,,Eastern,,,,,,,,,,16606,,,Private Medical Enterprise,Medical Clinic - Other,,,
,,,B11/143,Meru,Operational,NORTH IMENTI,,,,,,,,,,,,,,,Miriga Mieru West,,Imenti North,,,Meru Medical Plaza,,Eastern,,,,,,,,,,16607,,,Private Medical Enterprise,Medical Clinic - Other,,,
,,,B11/143,Meru,Operational,NORTH IMENTI,,,,,,,,,,,,,,,Miriga Mieru West,,Imenti North,,,Meru Medical Plaza Laboratory,,Eastern,,,,,,,,,,16608,,,Private Medical Enterprise,Medical Clinic - Other,,,
,,,B11/91,Meru,Operational,NORTH IMENTI,,,,,,,,,,,,,,,Miriga Mieru West,,Imenti North,,,Meru Medical Stores,,Eastern,,,,,,,,,,16609,,,Private Medical Enterprise,Medical Clinic - Other,,,
,,N,,Meru,Operational,NORTH IMENTI,,064-30301,,60200,N,,Y,Meru,N,N,clinic@kemu.ac.ke,N,N,N,Miriga Mieru East,N,Imenti North,N,P.O. Box 267,Methodist University,0,Eastern,Chris Obare,N,N,N,N,Y,N,N,0,12517,N,N,Academic (if registered),Training Institution in Health (Stand-alone),Y,,
,,Y,,Meru,Operational,NORTH IMENTI,,064-30189,,60200,Y,0725-401247,Y,Meru,Y,Y,milimani.nursing@gmail.com,Y,Y,N,Miriga Mieru West,Y,Imenti North,Y,P.O. Box 326,Milimani Maternity & Nursing Home,0,Eastern,Dr. Kitavi,N,Y,N,N,Y,Y,Y,21,12527,Y,N,Private Medical Enterprise,Nursing home with Maternity,N,,
,,,B202,Meru,Operational,NORTH IMENTI,,,,,,,,,,,,,,,Miriga Mieru West,,Imenti North,,,Mirigamieru Health Facility,,Eastern,,,,,,,,,,16610,,,Private Medical Enterprise,Medical Clinic - Other,,,
,,,B11/144,Meru,Operational,NORTH IMENTI,,,,,,,,,,,,,,,Miriga Mieru West,,Imenti North,,,Mt. Kenya Herbal Centre,,Eastern,,,,,,,,,,16611,,,Private Medical Enterprise,Medical Clinic - Other,,,
Ruiri,Kamutune,,,Meru,Operational,NORTH IMENTI,,,,60200,,0721-683702,,Meru,,,,,,,Buuri,,Imenti North,,P.O. Box 28,Muguna West Clinic,,Eastern,,,,,,,,,,16612,,,Private Medical Enterprise,Medical Clinic - Other,,,
Igoki,Muringombugi,N,,Meru,Operational,NORTH IMENTI,,,,60200,N,,Y,Meru,N,N,,N,N,N,Miriga Mieru West,N,Imenti North,N,P.O. Box 8,Muringombugi Clinic,0,Eastern,,N,N,N,N,N,N,N,0,12580,N,N,Private Medical Enterprise,Medical Clinic - Other,N,,
,,,B11/181,Meru,Operational,NORTH IMENTI,,,,,,,,,,,,,,,Miriga Mieru West,,Imenti North,,,Murugu Herbal Clinic,,Eastern,,,,,,,,,,16613,,,Private Medical Enterprise,Medical Clinic - Other,,,
Giaki ,Giaki ,N,22 Giaki,Meru,Operational,NORTH IMENTI,,,,,N,,Y,,N,N,,N,N,N,Miriga Mieru East,N,Imenti North,N,,Mutethia Clinic,0,Eastern,,N,N,N,N,N,N,N,0,16222,N,N,Private Medical Enterprise,Medical Clinic - Other,N,,
,,,B11/98,Meru,Operational,NORTH IMENTI,,,,,,,,,,,,,,,Miriga Mieru West,,Imenti North,,,Mutidwa Chemist,,Eastern,,,,,,,,,,16614,,,Private Medical Enterprise,Medical Clinic - Other,,,
,,,B11/23,Meru,Operational,NORTH IMENTI,,,,,,,,,,,,,,,Miriga Mieru West,,Imenti North,,,Mutindwa Laboratory,,Eastern,,,,,,,,,,16615,,,Private Medical Enterprise,Medical Clinic - Other,,,
,,,B11/155,Meru,Operational,NORTH IMENTI,,,,,,,,,,,,,,,Miriga Mieru West,,Imenti North,,,Mutindwa Med Clinic,,Eastern,,,,,,,,,,16616,,,Private Medical Enterprise,Medical Clinic - Other,,,
,,,B11/71,Meru,Operational,NORTH IMENTI,,,,,,,,,,,,,,,Miriga Mieru West,,Imenti North,,,Myopic Eye Clinic,,Eastern,,,,,,,,,,16617,,,Private Medical Enterprise,Medical Clinic - Other,,,
Naari,Gitimene,N,,Meru,Operational,NORTH IMENTI,,,,60200,Y,,Y,Meru,Y,Y,,Y,Y,N,Buuri,Y,Imenti North,N,P.O. Box 3294,Naari Health Centre,0,Eastern,Francis Mutuku,N,Y,Y,Y,Y,N,Y,7,12631,Y,N,Ministry of Health,Health Centre,N,,
,,,B11/101,Meru,Operational,NORTH IMENTI,,,,,,,,,,,,,,,Miriga Mieru West,,Imenti North,,,Nehema Medical Clinic,,Eastern,,,,,,,,,,16618,,,Private Medical Enterprise,Medical Clinic - Other,,,
,,,B11/80,Meru,Operational,NORTH IMENTI,,,,,,,,,,,,,,,Miriga Mieru West,,Imenti North,,,Nehema Medical Lab,,Eastern,,,,,,,,,,16619,,,Private Medical Enterprise,Medical Clinic - Other,,,
,,,815N/I,Meru,Operational,NORTH IMENTI,,,,,,,,,,,,,,,Miriga Mieru West,,Imenti North,,,New Avenue Medical Clinic,,Eastern,,,,,,,,,,16620,,,Private Medical Enterprise,Medical Clinic - Other,,,
,,,B11/29,Meru,Operational,NORTH IMENTI,,,,,,,,,,,,,,,Miriga Mieru West,,Imenti North,,,New Southlands Laboratory,,Eastern,,,,,,,,,,16621,,,Private Medical Enterprise,Medical Clinic - Other,,,
,,,B11/29,Meru,Operational,NORTH IMENTI,,,,,,,,,,,,,,,Miriga Mieru West,,Imenti North,,,New Southlands Med Clinic,,Eastern,,,,,,,,,,16622,,,Private Medical Enterprise,Medical Clinic - Other,,,
,,,,Meru,Operational,NORTH IMENTI,,,,,,,,,,,,,,,Miriga Mieru West,,Imenti North,,,Nica Kaunjira Dispensary,,Eastern,,,,,,,,,,16623,,,Private Medical Enterprise,Medical Clinic - Other,,,
Igoki,Nkabune,N,,Meru,Operational,NORTH IMENTI,,,,60200,N,,Y,Meru,N,N,,N,Y,N,Miriga Mieru East,N,Imenti North,N,P.O. Box 377,Nkabune Dispensary,0,Eastern,,N,N,N,N,N,N,Y,0,12664,N,N,Christian Health Association of Kenya,Dispensary,N,,
,,,38,Meru,Operational,NORTH IMENTI,,,,,,,,,,,,,,,Miriga Mieru West,,Imenti North,,,Ntima Medical Clinic,,Eastern,,,,,,,,,,16624,,,Private Medical Enterprise,Medical Clinic - Other,,,
,,,B11/152,Meru,Operational,NORTH IMENTI,,,,,,,,,,,,,,,Miriga Mieru West,,Imenti North,,,Nyambene Chemist,,Eastern,,,,,,,,,,16625,,,Private Medical Enterprise,Medical Clinic - Other,,,
Ontulili,Katheri,N,,Nanyuki,Operational,NORTH IMENTI,,,,60200,Y,,Y,Meru,Y,N,,N,Y,N,Timau,N,Imenti North,N,P.O. Box 8,Ontulili Dispensary,0,Eastern,Jackson Mbauni,N,N,N,N,N,N,Y,0,12700,Y,N,Ministry of Health,Dispensary,N,,
,,,B11/78,Meru,Operational,NORTH IMENTI,,,,,,,,,,,,,,,Miriga Mieru West,,Imenti North,,,Optician Clinic,,Eastern,,,,,,,,,,16626,,,Private Medical Enterprise,Medical Clinic - Other,,,
,,,2581/NT1,Meru,Operational,NORTH IMENTI,,,,,,,,,,,,,,,Miriga Mieru West,,Imenti North,,,Pejama Chemist,,Eastern,,,,,,,,,,16627,,,Private Medical Enterprise,Medical Clinic - Other,,,
,,,B11/2110,Meru,Operational,NORTH IMENTI,,,,,,,,,,,,,,,Miriga Mieru West,,Imenti North,,,Phamart Chemist,,Eastern,,,,,,,,,,16628,,,Private Medical Enterprise,Medical Clinic - Other,,,
,,,B11/685,Meru,Operational,NORTH IMENTI,,,,,,,,,,,,,,,Miriga Mieru West,,Imenti North,,,Posland Medical Clinic ,,Eastern,,,,,,,,,,16629,,,Private Medical Enterprise,Medical Clinic - Other,,,
Kiirua,Kiirua,,,Meru,Operational,NORTH IMENTI,,,,60200,,0710-909023,,Meru,,,,,,,Buuri,,Imenti North,,P.O. Box 35,Pr Medical Clinic (Buuri),,Eastern,,,,,,,,,,16630,,,Private Medical Enterprise,Medical Clinic - Other,,,
,,,,,Unknown,UNKNOWN,,,,,,,,,,,,,,,Ngushishi,,Imenti North,,,Pr Medical Clinic (Ngushishi),,Eastern,,,,,,,,,,16631,,,Private Medical Enterprise,Medical Clinic - Other,,,
Ntima,Tuntu,N,,Meru,Operational,NORTH IMENTI,,,,60200,N,,Y,Meru,N,N,,N,N,N,Miriga Mieru West,N,Imenti North,N,P.O. Box 8,Ripples Int Dispensary,0,Eastern,,N,N,N,N,N,N,N,0,12713,N,N,Non-Governmental Organizations,Dispensary,N,,
Ruiri,Tigiji,N,,Meru,Operational,NORTH IMENTI,,,,60200,N,,Y,Meru,Y,N,,N,Y,N,Buuri,N,Imenti North,N,P.O. Box 8,Ruiri Catholic Health Centre,0,Eastern,,N,Y,N,N,Y,N,Y,8,12716,N,N,Kenya Episcopal Conference-Catholic Secretariat,Health Centre,N,,
Ruiri,Kamutune,,50,Meru,Operational,NORTH IMENTI,,,,60200,,0725-969754,,Meru,,,,,,,Buuri,,Imenti North,,P.O. BOX 2585,Ruiri Medical Clinic,,Eastern,,,,,,,,,,16632,,,Private Medical Enterprise,Medical Clinic - Other,,,
Ruiri,Ncoroiboro,Y,,Meru,Operational,NORTH IMENTI,,,,60200,Y,,Y,Meru,Y,N,,Y,Y,N,Buuri,N,Imenti North,N,P.O. Box 1213,Ruiri Rural Health Demonstration Center,0,Eastern,Elizabeth Mbaya,Y,Y,N,N,Y,N,Y,10,12717,Y,N,Ministry of Health,Health Centre,Y,,
Thuura,Rwanyange,N,,Meru,Operational,NORTH IMENTI,,,,60200,Y,,Y,Meru,N,N,,N,N,N,Miriga Mieru East,N,Imenti North,N,P.O. Box 8,Rwanyange Dispensary ,0,Eastern,David Muriungi,N,Y,N,N,Y,N,N,0,12721,N,N,Ministry of Health,Dispensary,N,,
,,,,,Unknown,UNKNOWN,,,,,,,,,,,,,,,Timau,,Imenti North,,,Snowview Medical Clinic,,Eastern,,,,,,,,,,16633,,,Private Medical Enterprise,Medical Clinic - Other,,,
Kiirua,Kiirua,Y,,Meru,Operational,NORTH IMENTI,,064-41260,,60200,N,,Y,Meru,Y,Y,st.theresehospital@yahoo.com,Y,Y,Y,Buuri,Y,Imenti North,Y,P.O. Box 2095,St. Therese Kiirua Mission Hospital,13,Eastern,,Y,Y,Y,Y,Y,Y,Y,56,12303,Y,Y,Kenya Episcopal Conference-Catholic Secretariat,Other Hospital,Y,,
Thuura,Thuura,N,53,Meru,Operational,NORTH IMENTI,,,,,N,0710-349417,Y,,N,N,,N,N,N,Miriga Mieru East,N,Imenti North,N,,Thimangiri Medical Clinic,0,Eastern,,N,N,N,N,N,N,N,0,16228,N,N,Private Medical Enterprise,Medical Clinic - Other,N,,
Kirimara,Kiambogo,N,,Nanyuki,Operational,NORTH IMENTI,,064-41008,,60200,N,,Y,Meru,N,N,,N,Y,N,Timau,N,Imenti North,N,,Timau Catholic Dispensary,0,Eastern,,N,Y,N,N,N,N,Y,0,12801,N,N,Kenya Episcopal Conference-Catholic Secretariat,Dispensary,N,,
,,,,,Unknown,UNKNOWN,,,,,,,,,,,,,,,Timau,,Imenti North,,,Timau Intergrated Clinic,,Eastern,,,,,,,,,,16634,,,Private Medical Enterprise,Medical Clinic - Other,,,
Kirimara,Kiambogo,Y,,Nanyuki,Operational,NORTH IMENTI,,,,60200,Y,,Y,Meru,Y,N,,Y,Y,N,Timau,N,Imenti North,N,P.O. Box 8,Timau Sub-District Hospital,0,Eastern,Rita Gitonga,Y,Y,Y,N,Y,N,Y,0,12802,Y,N,Ministry of Health,Primary Hospital,Y,,
,,,B11/19,Meru,Operational,NORTH IMENTI,,,,,,,,,,,,,,,Miriga Mieru West,,Imenti North,,,Town Clinic Laboratory,,Eastern,,,,,,,,,,16635,,,Private Medical Enterprise,Medical Clinic - Other,,,
,,,B11/23,Meru,Operational,NORTH IMENTI,,,,,,,,,,,,,,,Miriga Mieru West,,Imenti North,,,Town Medical Clinic,,Eastern,,,,,,,,,,16636,,,Private Medical Enterprise,Medical Clinic - Other,,,
,,,N/14031,Meru,Operational,NORTH IMENTI,,,,,,,,,,,,,,,Miriga Mieru West,,Imenti North,,,Tumaini Medial Clinic (Miriga Mieru West),,Eastern,,,,,,,,,,16637,,,Private Medical Enterprise,Medical Clinic - Other,,,
Kiirua,Gitimene,,,Meru,Operational,NORTH IMENTI,,,,60200,,0733-319712,,Meru,,,,,,,Buuri,,Imenti North,,P.O. Box 1982,Tumaini Medical Clinic (Buuri),,Eastern,,,,,,,,,,16638,,,Private Medical Enterprise,Medical Clinic - Other,,,
,,,2082/NT1,Meru,Operational,NORTH IMENTI,,,,,,,,,,,,,,,Miriga Mieru West,,Imenti North,,,Tumaini Medical Clinic Laboratory,,Eastern,,,,,,,,,,16639,,,Private Medical Enterprise,Medical Clinic - Other,,,
Kiirua,Nkando,N,,Meru,Operational,NORTH IMENTI,,,,60200,N,,Y,Meru,N,N,,N,N,N,Buuri,N,Imenti North,N,P.O. Box 8,Upendo Clinic (Imenti North),0,Eastern,,N,N,N,N,N,N,N,0,12825,N,N,Private Medical Enterprise,Medical Clinic - Other,N,,
,,,B11/152,Meru,Operational,NORTH IMENTI,,,,,,,,,,,,,,,Miriga Mieru West,,Imenti North,,,Upendo Medical Laboratory ,,Eastern,,,,,,,,,,16640,,,Private Medical Enterprise,Medical Clinic - Other,,,
,,,B11/81,Meru,Operational,NORTH IMENTI,,,,,,,,,,,,,,,Miriga Mieru West,,Imenti North,,,Wananchi Health Services,,Eastern,,,,,,,,,,16641,,,Private Medical Enterprise,Medical Clinic - Other,,,
,,,B11/81,Meru,Operational,NORTH IMENTI,,,,,,,,,,,,,,,Miriga Mieru West,,Imenti North,,,Wananchi Health Services Laboratory,,Eastern,,,,,,,,,,16642,,,Private Medical Enterprise,Medical Clinic - Other,,,
,,N,,Meru,Operational,NORTH IMENTI,,064-31364,,60200,Y,,Y,Meru,Y,N,,N,Y,Y,Miriga Mieru West,N,Imenti North,Y,P.O. Box 8,Woodlands Nursing Home,0,Eastern,,N,Y,N,N,Y,Y,Y,0,12850,N,Y,Private Medical Enterprise,Nursing home with Maternity,N,,
Kathera,Taita,N,131 A NKUBU,Nkubu Town,Operational,SOUTH IMENTI,,,,60202,N,0735-124799,Y,NKUBU,N,N,,N,N,N,Nkuene,N,Imenti South,N,P.O. Box 62,Ciama Medical Clinic,0,Eastern,Angelimina Ciagitari Mati,N,N,N,N,N,N,N,0,11975,N,N,Private Medical Enterprise,Medical Clinic - Other,,-0.0737161956126329,37.63910527075
Nkuene,Kathera,N,,Nkubu Town,Operational,SOUTH IMENTI,,"064-51016,064-51118",064-51397,60200,N,020-8027420,Y,Meru,Y,N,consolatahospitalnkubu@gmail.com,Y,Y,Y,Nkuene,N,Imenti South,Y,P.O. Box 205,Consolata Hospital (Nkubu),31,Eastern,Father Joseph Proserpio,Y,Y,N,Y,Y,Y,Y,227,11976,Y,Y,Christian Health Association of Kenya,Other Hospital,,-0.0737161956126329,37.63910527075
Kiringa,Kithatu,N,,Kanyakine Mkt,Operational,SOUTH IMENTI,,,,60200,N,0723-203786,Y,Meru,Y,N,dariamoyosinshe@yahoo.com,N,Y,N,Abogeta,N,Imenti South,N,P.O. Box 2197,Divine Mercy Kithatu Dispensary,0,Eastern,Sister Dariana,N,N,N,N,N,N,Y,0,12351,N,N,Christian Health Association of Kenya,Dispensary,,-0.129818259432341,37.6170899598499
Kanyakine,Kanyakine,N,,Kanyakine Mkt,Not-Operational,SOUTH IMENTI,,,,,N,,Y,,N,N,,N,N,N,Abogeta,N,Imenti South,N,,Family Health Clinic (Imenti South),0,Eastern,Harriet Kiambi,N,N,N,N,N,N,N,0,12016,N,N,Private Medical Enterprise,Medical Clinic - Other,,-0.129818259432341,37.6170899598499
Mwichune,Igoki,N,,Nkubu Town,Operational,SOUTH IMENTI,,,,60402,Y,,Y,MERU,N,N,,N,N,N,Abogeta,N,Imenti South,N,P.O. Box 2153,Gaatia Dispensary,0,Eastern,Joyce Mukami,N,N,N,N,N,N,N,0,16852,N,N,Community,Dispensary,,-0.129818259432341,37.6170899598499
Kithangari,Upper Kithangari,N,,Kanyakine Mkt,Operational,SOUTH IMENTI,,,,,Y,,Y,Kionyo,Y,N,,Y,Y,N,Abogeta,N,Imenti South,N,P.O. BOX 54,Gangara Dispensary,0,Eastern,Hellen Njau,N,Y,N,N,N,N,Y,0,12028,N,N,Christian Health Association of Kenya,Dispensary,,-0.129818259432341,37.6170899598499
Kanyakine,Yururu,N,,Kanyakine Mkt,Operational,SOUTH IMENTI,,,,,N,,Y,,N,N,,N,N,N,Abogeta,N,Imenti South,N,,Gatankene Dispensary,0,Eastern,,N,N,N,N,N,N,N,0,16230,N,N,Community,Dispensary,,-0.129818259432341,37.6170899598499
Abogeta,Lower Kiungone,N,,Igoji ,Operational,SOUTH IMENTI,,,,,N,,Y,,N,N,,N,N,N,Abogeta,N,Imenti South,N,,Gaturi Dispensary,0,Eastern,Oscar Mutegi,N,N,N,N,N,N,N,0,16232,N,N,Christian Health Association of Kenya,Dispensary,,-0.129818259432341,37.6170899598499
Mweru,Mweru,N,,Igoji Mkt,Operational,SOUTH IMENTI,,,,60206,Y,,Y,Kanyakine,Y,N,,Y,Y,N,Igoji,N,Imenti South,N,P.O. Box 76,Gitine Dispensary,0,Eastern,Dorothy M. Njagi,N,Y,N,N,N,N,Y,0,12042,Y,N,Ministry of Health,Dispensary,,-0.198069255883183,37.6963252506105
Mweru,Mweru,N,,Igoji Mkt,Operational,SOUTH IMENTI,,,,,N,,Y,,N,N,,N,N,N,Igoji,N,Imenti South,N,,Gitine Medical Clinic,0,Eastern,Ashford Muriuki,N,N,N,N,N,N,N,0,12043,N,N,Private Medical Enterprise,Medical Clinic - Other,,-0.198069255883183,37.6963252506105
Abogeta,Upper Kiungone,N,48 'A' KIONYO MKT,Kanyakine Mkt,Operational,SOUTH IMENTI,,,,,Y,,Y,,Y,N,,N,Y,N,Abogeta,N,Imenti South,N,,Ichomba Clinic,0,Eastern,Elias Mutembei,N,N,N,N,N,N,Y,0,12067,N,N,Private Medical Enterprise,Medical Clinic - Other,,-0.129818259432341,37.6170899598499
Abogeta,Lower Kiungone,N,,Kanyakine Mkt,Operational,SOUTH IMENTI,,,,,N,0724-074217,Y,Kionyo,Y,N,,N,Y,N,Abogeta,N,Imenti South,N,P.O. BOX 25 ,Igandene Dispensary,0,Eastern,Gatwiri Muriiti,N,N,N,N,N,N,Y,0,12070,N,N,Christian Health Association of Kenya,Dispensary,,-0.129818259432341,37.6170899598499
Igoki,Upper Chure,N,,Kionyo Mkt,Operational,SOUTH IMENTI,,,,60206,Y,,Y,Kanyakine,Y,Y,,Y,Y,N,Abogeta,N,Imenti South,N,P.O. Box 76,Ithimbari Dispensary,0,Eastern,Alice Gitonga,N,Y,N,N,N,N,Y,0,12097,Y,N,Ministry of Health,Dispensary,,-0.129818259432341,37.6170899598499
Igoji,Kuiri,N,,Igoji Mkt,Operational,SOUTH IMENTI,,,,,N,,Y,,N,N,,N,N,N,Igoji,N,Imenti South,N,,Jambu Medical Clinic,0,Eastern,Jane Mbaabu,N,N,N,N,N,N,N,0,12106,N,N,Private Medical Enterprise,Medical Clinic - Other,,-0.198069255883183,37.6963252506105
Kanyakine,Kanyakine,N,,Kanyakine Mkt,Operational,SOUTH IMENTI,,020-2150425,,60206,Y,0713-742719,Y,Kanyakine,Y,Y,mohkanyakine@yahoo.com,Y,Y,N,Abogeta,N,Imenti South,Y,P.O. Box 76,Kanyakine District Hospital,2,Eastern,Dr. Gichogo D.M.,Y,Y,N,Y,Y,N,Y,72,12181,Y,Y,Ministry of Health,Primary Hospital,Y,-0.129818259432341,37.6170899598499
Karia,Karia,N,,Keria Mkt,Operational,SOUTH IMENTI,,,,60401,Y,0735-709117,Y,CHOGORIA,Y,N,,N,Y,N,Igoji,N,Imenti South,N,P.O. Box 90,Karia Dispensary,0,Eastern,Miriti Reche,N,Y,N,N,Y,N,Y,0,12200,Y,N,Christian Health Association of Kenya,Dispensary,,-0.198069255883183,37.6963252506105
Nkuene,Kathera,N,,Kanyakine Mkt,Operational,SOUTH IMENTI,,,,60401,Y,,Y,CHOGORIA,Y,N,,N,Y,N,Nkuene,N,Imenti South,N,P.O BOX 419 ,Kathera Dispensary,0,Eastern,Jane K. Mutegi,N,N,N,N,N,N,N,0,12229,Y,N,Christian Health Association of Kenya,Dispensary,,-0.0737161956126329,37.63910527075
Kianjogu,Kianjogu,N,710,Igoji Mkt,Operational,SOUTH IMENTI,,,,60206,Y,,Y,Kanyakine,Y,N,,Y,Y,N,Igoji,Y,Imenti South,N,P.O. Box 76,Kathigu Health Centre,0,Eastern,Joseline Mwongeri  Muendo,N,Y,N,Y,Y,N,Y,0,12232,Y,N,Ministry of Health,Health Centre,Y,-0.198069255883183,37.6963252506105
Kithangari,Upper Kithangari,N,44 KIONYO MKT,Kanyakine Mkt,Operational,SOUTH IMENTI,,,,,N,,Y,,N,N,,N,N,N,Abogeta,N,Imenti South,N,,Kauri Medical Clinic,0,Eastern,Japhet Kibaara,N,N,N,N,N,N,N,0,12254,N,N,Private Medical Enterprise,Medical Clinic - Other,,-0.129818259432341,37.6170899598499
Nkuene,Kathera,N,,Nkubu Town,Operational,SOUTH IMENTI,,,,60206,Y,,Y,Kanyakine,Y,N,,N,Y,N,Nkuene,N,Imenti South,N,P.O. Box 76,Kiarago Health Centre (Imenti South),0,Eastern,Francis Mukulu,N,Y,N,N,N,N,Y,0,12283,Y,N,Ministry of Health,Health Centre,,-0.0737161956126329,37.63910527075
Igoji,Gikui,N,,Igoji Mkt,Operational,SOUTH IMENTI,,,,60206,Y,,Y,Kanyakine,Y,N,,Y,Y,N,Igoji,N,Imenti South,N,P.O. Box 76,Kieni Kia Ndege Dispensary,0,Eastern,Isabella Kathambi,N,Y,N,N,Y,N,Y,0,12296,Y,N,Ministry of Health,Dispensary,,-0.198069255883183,37.6963252506105
Kinoro,Kinoro,N,,Igoji Mkt,Operational,SOUTH IMENTI,,,,,N,,Y,,N,N,,N,N,N,Igoji,N,Imenti South,N,,Kinoro Medical Clinic,0,Eastern,Zaverio Njue,N,N,N,N,N,N,N,0,12324,N,N,Private Medical Enterprise,Medical Clinic - Other,,-0.198069255883183,37.6963252506105
Kinoro,Kinoro,N,917 KINORO,Igoji Mkt,Operational,SOUTH IMENTI,,,,60206,Y,,Y,IGOJI,Y,Y,,Y,Y,N,Igoji,N,Imenti South,N,P.O. Box 88,Kinoro Sub-District Hospital,0,Eastern,Kipchilat Francis,N,Y,N,Y,Y,N,Y,0,12325,Y,N,Ministry of Health,Primary Hospital,,-0.198069255883183,37.6963252506105
Kiungone,Upper Kiungone,N,2552 Kionyo upper kiungone,Kionyo Mkt,Operational,SOUTH IMENTI,,,,60206,Y,,Y,Kanyakine,Y,N,,Y,Y,N,Abogeta,N,Imenti South,N,P.O. Box 76,Kionyo Dispensary (Imenti South),0,Eastern,Jacob Kinyua,N,Y,N,N,Y,N,Y,0,12328,Y,N,Ministry of Health,Dispensary,,-0.129818259432341,37.6170899598499
Abogeta,Upper Kiungone,N,56 KIONYO MKT,Kionyo Mkt,Operational,SOUTH IMENTI,,,,,N,,Y,,N,N,,N,N,N,Abogeta,N,Imenti South,N,,Kionyo Medical Clinic,0,Eastern,Phineas Njeru,N,N,N,N,N,N,N,0,12329,N,N,Private Medical Enterprise,Medical Clinic - Other,,-0.129818259432341,37.6170899598499
Igoki,Kothine,N,,Kanyakine Mkt,Operational,SOUTH IMENTI,,,,60206,Y,0719-342580,Y,Kanyakine,Y,N,,Y,Y,N,Abogeta,N,Imenti South,N,P.O. Box 76,Kirogine Dispensary,0,Eastern,Catherine Gatobu,N,Y,N,N,N,N,Y,0,12337,Y,N,Ministry of Health,Dispensary,,-0.129818259432341,37.6170899598499
Kiringa,Kithatu,N,81'C' KITHATU MKT,Kanyakine Mkt,Operational,SOUTH IMENTI,,,,,N,,Y,,N,N,,N,N,N,Abogeta,N,Imenti South,N,,Kithatu Clinic,0,Eastern,Grace Kanini,N,N,N,N,N,N,N,0,12350,N,N,Private Medical Enterprise,Medical Clinic - Other,,-0.129818259432341,37.6170899598499
Mwichune,Igoki,N,,Nkubu Town,Operational,SOUTH IMENTI,,,,,N,,Y,,N,N,,N,N,N,Abogeta,N,Imenti South,N,,KMC Clinic Mwichune,0,Eastern,John Mugambi,N,N,N,N,N,N,N,0,12380,N,N,Private Medical Enterprise,Medical Clinic - Other,,-0.129818259432341,37.6170899598499
Abogeta,Upper Kiungone,N,,Kionyo Mkt,Operational,SOUTH IMENTI,,,,,N,,Y,,N,N,,N,N,N,Abogeta,N,Imenti South,N,,Konyo Medical Clinic,0,Eastern,Japhet Kiibanda,N,N,N,N,N,N,N,0,12382,N,N,Private Medical Enterprise,Medical Clinic - Other,,-0.129818259432341,37.6170899598499
Mikumbune,Mikumbune,N,,Nkubu Town,Operational,SOUTH IMENTI,,020-2149692,,60202,Y,,Y,NKUBU,Y,Y,mikumbune@gmail.com,Y,Y,N,Nkuene,N,Imenti South,Y,P.O. Box 34,Mikumbune Sub-District Hospital,2,Eastern,Dr. Agnes Nakato,Y,Y,N,Y,N,N,Y,22,12526,Y,N,Ministry of Health,Primary Hospital,,-0.0737161956126329,37.63910527075
Mitunguu,Kirindene,N,,Mitunguu Mkt,Operational,SOUTH IMENTI,,,,,N,,Y,,N,N,,N,Y,N,Nkuene,N,Imenti South,N,,Mitunguu CCS Clinic,0,Eastern,Jane Gitonga,N,N,N,N,N,N,N,0,12533,N,N,Private Medical Enterprise,Medical Clinic - Other,,-0.0737161956126329,37.63910527075
Mitunguu,Kirindene,N,,Mitunguu Mkt,Operational,SOUTH IMENTI,,,,60206,Y,,Y,Kanyakine,Y,N,,Y,Y,N,Nkuene,N,Imenti South,N,P.O. Box 76,Mitunguu Dispensary,0,Eastern,Catherine Njuguna,N,Y,N,N,Y,N,Y,0,12534,Y,N,Ministry of Health,Dispensary,,-0.0737161956126329,37.63910527075
Mitunguu,Kirindene,N,,Mitunguu Mkt,Operational,SOUTH IMENTI,,,,,Y,,Y,,Y,N,,N,Y,N,Nkuene,N,Imenti South,N,,Mitunguu Medical Clinic,0,Eastern,Kiambi,N,N,N,N,N,N,Y,0,12535,N,N,Private Medical Enterprise,Medical Clinic - Other,,-0.0737161956126329,37.63910527075
